1.1125264167785645,2.97,0
2.353299856185913,2.97,0
3.560457706451416,2.83,0
4.7823545932769775,3.03,0
9.380465745925903,27.07,1
10.793521165847778,18.21,1
12.206559419631958,23.38,1
13.619567155838013,25.17,1
15.03151535987854,25.62,1
16.44566512107849,29.9,1
17.775981426239014,29.14,1
19.1339430809021,30.1,1
20.47508692741394,29.21,1
21.814617156982422,29.83,1
23.230458736419678,29.93,1
24.56493902206421,30.03,1
25.98703646659851,30.34,1
27.392648696899414,29.86,1
28.810704469680786,29.72,1
30.155111074447632,29.76,1
31.568443298339844,29.66,1
32.981457233428955,29.55,1
34.3176589012146,29.79,1
35.66322636604309,29.72,1
37.020044565200806,29.93,1
38.43225812911987,29.79,1
39.7660276889801,29.83,1
41.10686373710632,29.97,1
42.52106022834778,29.97,1
43.93238568305969,29.76,1
45.342422008514404,29.97,1
46.69157886505127,29.69,1
48.09942984580994,29.79,1
49.518559217453,29.86,1
50.92691969871521,29.97,1
52.268646240234375,29.76,1
53.69200277328491,29.76,1
55.02776479721069,29.79,1
56.44694375991821,29.72,1
57.783318519592285,29.79,1
59.19605278968811,29.83,1
60.61436724662781,29.86,1
61.954617977142334,29.69,1
63.36301040649414,29.76,1
64.78955245018005,29.83,1
66.19064378738403,29.83,1
67.53886461257935,29.66,1
68.87769079208374,29.66,1
70.2922248840332,29.83,1
71.64420700073242,29.83,1
72.98684310913086,29.79,1
74.39540648460388,29.76,1
75.73353052139282,30.0,1
77.07574224472046,29.72,1
78.48891973495483,29.59,1
79.89885592460632,29.86,1
81.31212139129639,30.0,1
82.67100954055786,29.76,1
84.01449131965637,29.76,1
85.41691851615906,29.97,1
86.76628732681274,29.76,1
88.11185431480408,29.66,1
89.52181339263916,29.59,1
90.93950486183167,30.86,1
92.27961134910583,29.69,1
93.69139289855957,29.62,1
95.02427387237549,29.45,1
96.44980001449585,29.41,1
97.85407996177673,31.38,1
99.27243614196777,30.21,1
100.61351466178894,29.76,1
102.02566814422607,29.45,1
103.44358563423157,29.48,1
104.85456395149231,29.48,1
106.2607159614563,29.52,1
107.5977303981781,29.41,1
108.95512986183167,29.55,1
110.299147605896,29.55,1
111.70852446556091,31.24,1
113.11646318435669,30.03,1
114.53565621376038,29.62,1
115.94354891777039,29.48,1
117.35741114616394,29.38,1
118.76566791534424,29.45,1
120.17536449432373,31.0,1
121.58428621292114,29.86,1
123.00454425811768,29.52,1
124.41884636878967,29.48,1
125.82751369476318,29.48,1
127.25163650512695,29.34,1
128.64993906021118,29.48,1
129.99744725227356,29.69,1
131.40624856948853,29.28,1
132.83141040802002,29.45,1
134.2401897907257,30.62,1
135.6444501876831,29.76,1
137.00189065933228,29.59,1
138.40905356407166,29.48,1
139.74753308296204,29.45,1
141.10205626487732,29.41,1
142.5130341053009,29.52,1
143.92092657089233,29.55,1
145.32946348190308,30.66,1
146.7437229156494,29.69,1
